ad_id,campaign_id,week,budget,platform,format,copy_type,video_length,has_hook,cta_position,has_face,ctr,cvr,cpm
AD_0276,CMP_028,3,500000,Feed,Static,Emotional,15,1,Early,0,3.7,2.69,14058
AD_0277,CMP_028,7,300000,Reels,UGC,Benefit,30,0,Early,1,5.0,3.15,14813
AD_0278,CMP_028,3,2000000,Stories,Brand,Emotional,90,0,Early,1,3.23,2.76,16718
AD_0279,CMP_028,9,2000000,Feed,UGC,Benefit,90,0,Middle,0,3.68,3.16,16592
AD_0280,CMP_028,6,1000000,Feed,Brand,Emotional,30,1,Middle,1,3.94,2.87,15962
AD_0281,CMP_029,3,3000000,Stories,Static,Informational,30,0,Middle,0,3.0,2.54,17361
AD_0282,CMP_029,9,1000000,Feed,Static,Emotional,15,1,Middle,0,4.37,2.36,16389
AD_0283,CMP_029,1,1000000,Stories,Brand,Emotional,90,1,End,1,3.25,2.2,15273
AD_0284,CMP_029,10,3000000,Stories,Carousel,Benefit,60,0,End,1,3.57,2.8,16911
AD_0285,CMP_029,3,300000,Stories,Brand,Benefit,15,0,Middle,1,4.44,3.01,14613
AD_0286,CMP_029,1,1000000,Reels,Carousel,Benefit,30,1,End,0,4.24,2.75,16165
AD_0287,CMP_029,2,1000000,Reels,UGC,Emotional,90,1,Early,0,4.03,2.36,16200
AD_0288,CMP_029,12,2000000,Reels,UGC,Informational,60,1,Early,1,4.99,2.67,16725
AD_0289,CMP_029,8,3000000,Stories,UGC,Benefit,60,0,Early,1,4.5,3.0,17841
AD_0290,CMP_029,7,500000,Stories,Static,Benefit,15,1,Middle,1,4.26,2.79,14410
AD_0291,CMP_030,2,300000,Reels,UGC,Emotional,90,0,Early,1,3.95,2.69,15833
AD_0292,CMP_030,2,300000,Feed,Carousel,Benefit,90,1,End,0,3.11,2.74,15761
AD_0293,CMP_030,9,3000000,Stories,UGC,Informational,30,1,Middle,1,4.81,2.21,17617
AD_0294,CMP_030,6,2000000,Feed,Brand,Informational,90,0,End,0,2.83,1.88,17390
AD_0295,CMP_030,5,2000000,Feed,Brand,Benefit,90,1,Early,0,3.02,3.07,15671
AD_0296,CMP_030,10,3000000,Stories,Static,Benefit,15,0,Early,1,3.56,3.28,16987
AD_0297,CMP_030,6,2000000,Stories,Brand,Emotional,90,0,Early,1,3.08,2.77,16132
AD_0298,CMP_030,9,300000,Feed,Carousel,Informational,60,1,Middle,1,4.22,2.54,15360
AD_0299,CMP_030,11,300000,Feed,UGC,Informational,15,0,End,0,4.33,2.02,14474
AD_0300,CMP_030,7,500000,Reels,Static,Benefit,15,0,Middle,1,3.6,2.58,15378
AD_0301,CMP_031,10,3000000,Reels,UGC,Emotional,30,1,Middle,1,5.76,2.44,17935
AD_0302,CMP_031,10,1000000,Stories,UGC,Informational,90,0,Early,0,3.09,2.35,16097
AD_0303,CMP_031,9,1000000,Reels,Carousel,Informational,30,0,Middle,1,3.99,2.17,15891
AD_0304,CMP_031,4,500000,Reels,Brand,Emotional,60,0,Middle,0,3.27,2.55,14506
AD_0305,CMP_031,2,500000,Reels,Brand,Emotional,15,1,Early,1,4.82,2.57,14576
AD_0306,CMP_031,12,2000000,Reels,UGC,Informational,15,0,Middle,0,4.88,1.99,17124
AD_0307,CMP_031,8,500000,Feed,Static,Informational,15,1,Early,1,4.27,2.36,15389
AD_0308,CMP_031,4,500000,Stories,Brand,Emotional,60,1,Early,1,3.08,2.79,14980
AD_0309,CMP_031,9,1000000,Reels,Static,Informational,60,0,Early,0,2.42,2.67,15541
AD_0310,CMP_031,4,2000000,Feed,Brand,Benefit,30,0,Early,0,3.11,3.27,15487
AD_0311,CMP_032,8,500000,Feed,Static,Benefit,30,0,Middle,1,2.88,3.01,14464
AD_0312,CMP_032,9,500000,Feed,Carousel,Emotional,30,1,Early,0,3.94,2.66,15955
AD_0313,CMP_032,9,2000000,Reels,Static,Emotional,90,0,Early,0,2.57,2.8,15859
AD_0314,CMP_032,10,3000000,Reels,Carousel,Emotional,15,0,Middle,0,3.77,2.49,17344
AD_0315,CMP_032,4,2000000,Stories,Carousel,Benefit,15,0,Middle,0,4.58,2.93,17003
AD_0316,CMP_032,1,1000000,Reels,Static,Informational,30,0,End,1,3.25,1.97,15122
AD_0317,CMP_032,3,3000000,Reels,Carousel,Benefit,15,0,Middle,1,4.44,2.91,17342
AD_0318,CMP_032,9,300000,Feed,UGC,Informational,30,1,Middle,0,4.46,2.39,15468
AD_0319,CMP_032,4,2000000,Stories,Carousel,Benefit,90,1,End,0,3.53,2.89,16506
AD_0320,CMP_032,5,1000000,Reels,Brand,Informational,90,0,Middle,0,3.26,1.98,17184
AD_0321,CMP_033,7,3000000,Reels,Static,Benefit,60,0,Middle,0,2.88,2.92,16415
AD_0322,CMP_033,5,2000000,Feed,UGC,Emotional,90,0,Middle,1,3.95,2.14,17029
AD_0323,CMP_033,4,500000,Feed,Static,Benefit,30,0,Middle,1,2.72,2.94,14913
AD_0324,CMP_033,2,2000000,Reels,Brand,Informational,90,1,End,0,3.44,2.02,16885
AD_0325,CMP_033,2,300000,Stories,Brand,Benefit,60,0,Middle,0,2.67,3.33,15220
AD_0326,CMP_033,4,2000000,Stories,Brand,Benefit,15,1,Middle,0,4.43,2.93,16133
AD_0327,CMP_033,10,3000000,Feed,Carousel,Benefit,30,1,End,1,4.17,3.0,17364
AD_0328,CMP_033,10,3000000,Feed,Carousel,Emotional,15,0,Early,0,3.95,3.23,16321
AD_0329,CMP_033,9,2000000,Reels,Static,Benefit,60,1,End,1,3.56,2.6,16801
AD_0330,CMP_033,8,3000000,Feed,Static,Emotional,60,1,Early,0,3.12,2.81,17399
AD_0331,CMP_034,3,500000,Reels,UGC,Emotional,60,1,End,1,4.32,2.1,15319
AD_0332,CMP_034,9,2000000,Stories,UGC,Benefit,15,1,End,0,4.93,2.89,17029
AD_0333,CMP_034,5,500000,Stories,Static,Benefit,15,0,Middle,1,3.79,3.34,15183
AD_0334,CMP_034,11,500000,Reels,Carousel,Benefit,15,0,Early,0,4.05,2.94,15074
AD_0335,CMP_034,3,1000000,Feed,Brand,Informational,15,1,Middle,0,4.21,2.08,15309
AD_0336,CMP_034,5,2000000,Stories,Static,Benefit,60,0,Early,0,2.58,3.08,16143
AD_0337,CMP_034,10,3000000,Feed,UGC,Emotional,60,0,End,1,3.48,2.91,17843
AD_0338,CMP_034,4,500000,Stories,Carousel,Benefit,30,0,End,0,3.16,2.99,15718
AD_0339,CMP_034,8,1000000,Reels,Static,Informational,30,0,Early,1,2.61,2.27,15630
AD_0340,CMP_034,12,2000000,Reels,Static,Benefit,15,0,Middle,1,3.63,3.26,16523
AD_0341,CMP_035,5,2000000,Reels,Carousel,Informational,90,1,Middle,0,3.7,1.89,16047
AD_0342,CMP_035,10,300000,Stories,Static,Informational,90,0,Middle,0,2.35,2.83,15586
AD_0343,CMP_035,12,300000,Feed,Carousel,Benefit,60,0,Middle,0,3.16,3.11,15332
AD_0344,CMP_035,8,500000,Feed,Brand,Emotional,60,0,End,1,2.87,2.84,15970
AD_0345,CMP_035,9,300000,Feed,Carousel,Informational,60,0,End,0,3.09,1.79,14560
AD_0346,CMP_035,4,500000,Stories,Carousel,Benefit,30,1,End,1,4.52,2.84,14810
AD_0347,CMP_035,7,3000000,Stories,Carousel,Benefit,30,1,End,1,4.02,2.77,17365
AD_0348,CMP_035,2,500000,Stories,Static,Emotional,60,1,End,0,3.14,2.15,15323
AD_0349,CMP_035,6,300000,Stories,Static,Informational,60,1,Middle,0,3.3,1.98,14892
AD_0350,CMP_035,8,3000000,Stories,Carousel,Informational,60,0,Middle,0,3.15,2.43,16813
AD_0351,CMP_036,12,300000,Feed,Static,Benefit,90,1,Middle,0,2.92,3.05,15440
AD_0352,CMP_036,7,500000,Stories,UGC,Benefit,30,0,Middle,0,3.96,3.22,15360
AD_0353,CMP_036,7,1000000,Stories,UGC,Emotional,90,0,End,0,3.24,2.27,15291
AD_0354,CMP_036,8,2000000,Feed,Static,Emotional,90,0,End,1,2.57,2.36,17177
AD_0355,CMP_036,7,300000,Stories,Static,Informational,60,0,End,1,3.51,1.85,15585
AD_0356,CMP_036,5,500000,Feed,Carousel,Informational,60,0,Early,1,3.43,2.89,15067
AD_0357,CMP_036,7,3000000,Feed,Brand,Benefit,15,1,Middle,0,4.39,2.92,17289
AD_0358,CMP_036,10,300000,Reels,Static,Informational,15,1,Middle,1,4.35,2.48,15277
AD_0359,CMP_036,3,300000,Reels,UGC,Emotional,90,1,End,1,4.13,2.59,14569
AD_0360,CMP_036,5,2000000,Reels,Carousel,Emotional,30,1,Middle,1,4.65,2.86,16515
AD_0361,CMP_037,7,500000,Reels,Static,Benefit,60,0,Middle,1,3.2,2.69,13923
AD_0362,CMP_037,9,1000000,Stories,UGC,Emotional,60,1,End,1,4.49,2.57,16188
AD_0363,CMP_037,2,3000000,Reels,UGC,Emotional,90,0,Early,0,3.89,2.69,16469
AD_0364,CMP_037,4,500000,Feed,Brand,Emotional,15,1,Early,0,4.0,3.23,15751
AD_0365,CMP_037,12,3000000,Stories,Carousel,Emotional,30,0,Early,1,3.63,2.49,17084
AD_0366,CMP_037,7,300000,Reels,Carousel,Benefit,15,0,End,1,5.02,3.09,14894
AD_0367,CMP_037,1,2000000,Feed,Brand,Benefit,15,1,Middle,1,4.82,2.99,16186
AD_0368,CMP_037,2,2000000,Stories,Brand,Informational,15,0,End,0,3.71,2.27,16355
AD_0369,CMP_037,9,1000000,Stories,Carousel,Emotional,15,0,End,0,4.72,2.41,16459
AD_0370,CMP_037,10,2000000,Reels,Carousel,Informational,60,1,Middle,1,4.21,2.64,15256
AD_0371,CMP_038,7,300000,Stories,Static,Benefit,60,0,Early,0,2.63,3.17,15638
AD_0372,CMP_038,12,1000000,Feed,Static,Benefit,15,1,Early,0,3.77,2.72,15919
AD_0373,CMP_038,10,500000,Stories,Brand,Benefit,30,1,End,1,4.26,3.1,14396
AD_0374,CMP_038,7,2000000,Feed,Static,Benefit,90,1,Early,0,2.68,3.36,15962
AD_0375,CMP_038,6,1000000,Stories,UGC,Benefit,30,0,End,0,4.18,2.95,16588
AD_0376,CMP_038,3,300000,Reels,Static,Benefit,30,0,End,1,3.09,2.52,14527
AD_0377,CMP_038,10,3000000,Feed,Static,Benefit,30,0,Middle,0,2.19,2.66,16673
AD_0378,CMP_038,3,3000000,Stories,UGC,Emotional,15,1,Middle,0,5.54,2.03,17818
AD_0379,CMP_038,2,300000,Stories,Brand,Informational,60,0,Middle,1,3.14,2.42,15169
AD_0380,CMP_038,11,300000,Stories,UGC,Benefit,30,1,End,0,4.59,2.46,14531
AD_0381,CMP_039,6,3000000,Feed,Static,Emotional,15,1,Middle,0,3.9,2.07,17358
AD_0382,CMP_039,4,1000000,Feed,Brand,Emotional,30,0,Early,1,3.89,3.02,15237
AD_0383,CMP_039,5,3000000,Feed,Static,Informational,30,1,Early,1,3.55,2.69,17800
AD_0384,CMP_039,3,300000,Reels,UGC,Benefit,15,0,End,1,5.08,2.72,15530
AD_0385,CMP_039,6,2000000,Reels,UGC,Informational,60,0,End,0,3.84,2.17,16766
AD_0386,CMP_039,11,500000,Feed,Static,Benefit,60,0,Middle,1,2.69,2.3,15180
AD_0387,CMP_039,12,2000000,Stories,Carousel,Emotional,90,0,End,0,2.73,2.63,17380
AD_0388,CMP_039,3,2000000,Reels,Carousel,Emotional,15,0,End,1,4.71,2.23,16499
AD_0389,CMP_039,8,300000,Feed,UGC,Emotional,90,1,Early,0,3.78,2.78,14409
AD_0390,CMP_039,9,3000000,Stories,UGC,Emotional,90,1,Early,1,4.79,2.08,17474
AD_0391,CMP_040,4,1000000,Reels,Carousel,Informational,90,1,Middle,1,3.97,2.54,16793
AD_0392,CMP_040,9,2000000,Stories,Carousel,Benefit,60,0,End,1,3.02,2.61,15992
AD_0393,CMP_040,12,3000000,Stories,Static,Benefit,15,0,End,1,4.6,2.46,17069
AD_0394,CMP_040,7,1000000,Stories,Static,Informational,90,0,Early,0,2.59,2.42,15958
AD_0395,CMP_040,3,2000000,Stories,Carousel,Benefit,15,1,End,1,5.62,2.65,16473
AD_0396,CMP_040,7,1000000,Reels,Static,Emotional,15,0,Early,1,3.65,2.97,15258
AD_0397,CMP_040,1,3000000,Reels,Static,Benefit,60,1,Middle,0,3.23,2.79,17810
AD_0398,CMP_040,3,500000,Reels,Brand,Emotional,90,1,Early,1,3.9,3.04,16160
AD_0399,CMP_040,6,3000000,Feed,Static,Informational,90,0,End,0,2.26,2.28,17348
AD_0400,CMP_040,4,300000,Reels,UGC,Benefit,15,0,Middle,1,5.29,3.12,14547
AD_0401,CMP_041,7,1000000,Stories,Static,Informational,30,1,Early,1,3.04,2.5,14975
AD_0402,CMP_041,3,500000,Reels,Static,Benefit,60,0,Early,1,2.59,3.42,15128
AD_0403,CMP_041,1,1000000,Stories,Carousel,Emotional,60,1,Middle,0,4.26,2.21,16301
AD_0404,CMP_041,9,1000000,Feed,UGC,Informational,60,0,Middle,1,4.41,2.33,15987
AD_0405,CMP_041,6,2000000,Stories,Static,Benefit,60,0,Early,1,2.87,3.0,16498
AD_0406,CMP_041,8,300000,Stories,Static,Emotional,90,1,End,1,3.52,2.75,14705
AD_0407,CMP_041,3,1000000,Stories,Brand,Informational,90,0,Early,0,2.39,2.87,15203
AD_0408,CMP_041,8,3000000,Feed,Static,Informational,30,1,Middle,0,2.96,2.3,17667
AD_0409,CMP_041,2,3000000,Reels,Static,Benefit,60,0,Early,1,2.77,2.78,17706
AD_0410,CMP_041,12,2000000,Reels,Brand,Benefit,60,1,Middle,0,3.45,3.01,15727
AD_0411,CMP_042,4,300000,Feed,Carousel,Benefit,15,1,Middle,1,5.02,2.48,15794
AD_0412,CMP_042,3,300000,Stories,Static,Emotional,90,0,End,1,2.34,2.81,15287
AD_0413,CMP_042,10,3000000,Reels,Brand,Benefit,60,1,Middle,1,4.67,2.78,17949
AD_0414,CMP_042,1,500000,Feed,UGC,Informational,30,0,Middle,1,4.34,2.29,14328
AD_0415,CMP_042,7,2000000,Reels,Carousel,Informational,30,0,End,1,4.43,2.03,15817
AD_0416,CMP_042,11,2000000,Feed,UGC,Benefit,90,0,Middle,1,3.75,2.67,16425
AD_0417,CMP_042,10,3000000,Stories,UGC,Benefit,30,1,End,1,5.26,2.98,17501
AD_0418,CMP_042,2,3000000,Reels,Brand,Informational,30,1,End,0,3.74,2.16,18148
AD_0419,CMP_042,4,500000,Feed,Static,Emotional,90,0,Middle,0,2.53,2.51,15353
AD_0420,CMP_042,9,500000,Reels,Brand,Benefit,60,0,Middle,0,3.24,2.65,14878
AD_0421,CMP_043,6,300000,Reels,Brand,Benefit,60,1,Early,0,4.06,3.31,14486
AD_0422,CMP_043,8,2000000,Reels,Brand,Informational,30,0,End,0,3.07,2.44,17115
AD_0423,CMP_043,2,2000000,Reels,Brand,Benefit,30,0,Early,0,3.55,3.05,16017
AD_0424,CMP_043,7,3000000,Feed,Carousel,Emotional,60,1,Middle,0,3.64,2.82,18064
AD_0425,CMP_043,6,300000,Stories,Static,Informational,90,0,Early,1,2.41,2.47,14857
AD_0426,CMP_043,9,2000000,Feed,UGC,Benefit,30,1,End,1,4.79,2.99,17295
AD_0427,CMP_043,7,300000,Feed,UGC,Informational,15,0,Early,1,5.26,2.09,15339
AD_0428,CMP_043,1,300000,Feed,Static,Benefit,90,1,End,1,2.69,2.89,14931
AD_0429,CMP_043,8,3000000,Stories,UGC,Benefit,30,0,Middle,0,4.39,2.83,16990
AD_0430,CMP_043,11,300000,Reels,Static,Benefit,30,0,Middle,0,2.76,2.94,14829
AD_0431,CMP_044,10,500000,Reels,UGC,Emotional,15,1,End,1,6.33,2.43,15214
AD_0432,CMP_044,3,500000,Reels,Brand,Emotional,15,0,Middle,1,4.64,2.53,15038
AD_0433,CMP_044,2,1000000,Stories,UGC,Informational,60,1,Middle,0,4.82,2.45,15453
AD_0434,CMP_044,12,3000000,Reels,Static,Benefit,90,0,Middle,1,3.0,2.76,17167
AD_0435,CMP_044,3,1000000,Stories,Static,Benefit,90,1,Middle,1,3.22,3.04,15789
AD_0436,CMP_044,11,500000,Reels,Static,Emotional,60,1,End,1,3.84,2.71,13935
AD_0437,CMP_044,6,1000000,Reels,Static,Benefit,90,1,Early,1,3.26,2.75,15979
AD_0438,CMP_044,3,3000000,Feed,Static,Emotional,90,1,Early,0,2.11,2.5,16760
AD_0439,CMP_044,10,3000000,Stories,Carousel,Benefit,90,0,Middle,1,3.43,2.72,16673
AD_0440,CMP_044,5,300000,Feed,Carousel,Informational,90,0,Early,1,2.87,2.23,14156
AD_0441,CMP_045,6,2000000,Feed,UGC,Benefit,90,1,Early,0,3.47,2.98,15603
AD_0442,CMP_045,8,300000,Feed,Static,Benefit,15,1,Middle,0,3.99,3.16,14322
AD_0443,CMP_045,7,3000000,Stories,UGC,Emotional,90,1,Middle,1,4.22,2.86,16895
AD_0444,CMP_045,11,500000,Stories,Static,Benefit,15,0,Early,0,3.81,3.13,15976
AD_0445,CMP_045,8,500000,Reels,Static,Benefit,90,0,End,1,2.56,2.72,14737
AD_0446,CMP_045,3,300000,Feed,Carousel,Emotional,60,0,Middle,1,3.26,2.7,15088
AD_0447,CMP_045,4,3000000,Reels,Carousel,Informational,30,0,End,0,4.15,1.61,17450
AD_0448,CMP_045,6,500000,Feed,Brand,Informational,15,1,Early,1,4.58,2.24,15065
AD_0449,CMP_045,11,3000000,Stories,Carousel,Emotional,90,1,Middle,1,3.36,1.92,17211
AD_0450,CMP_045,7,500000,Stories,Brand,Emotional,60,1,End,1,3.88,2.13,14402
AD_0451,CMP_046,9,3000000,Stories,Brand,Emotional,30,0,Middle,1,4.04,2.31,17975
AD_0452,CMP_046,1,1000000,Feed,Brand,Emotional,15,0,Early,0,3.56,3.07,16653
AD_0453,CMP_046,8,3000000,Stories,Brand,Emotional,30,0,End,0,3.48,1.71,16408
AD_0454,CMP_046,8,3000000,Feed,Brand,Informational,60,1,Early,1,3.35,2.4,16737
AD_0455,CMP_046,6,300000,Reels,UGC,Informational,15,1,Early,0,5.36,2.65,14860
AD_0456,CMP_046,4,1000000,Feed,Carousel,Emotional,30,0,Middle,1,4.03,2.6,15267
AD_0457,CMP_046,3,2000000,Reels,Brand,Benefit,90,1,End,1,3.77,3.17,16752
AD_0458,CMP_046,11,300000,Feed,Static,Emotional,15,0,Early,1,3.99,2.74,14635
AD_0459,CMP_046,3,2000000,Reels,Carousel,Benefit,30,0,Early,1,4.23,3.19,17582
AD_0460,CMP_046,6,500000,Stories,Carousel,Emotional,60,1,End,1,4.77,1.94,15595
AD_0461,CMP_047,8,2000000,Reels,Brand,Emotional,60,0,Early,0,2.73,2.45,16606
AD_0462,CMP_047,7,3000000,Stories,UGC,Informational,15,1,Early,1,5.43,2.05,17763
AD_0463,CMP_047,11,2000000,Stories,Brand,Benefit,30,0,End,0,2.97,2.94,17052
AD_0464,CMP_047,1,300000,Reels,UGC,Benefit,15,1,End,0,5.1,2.89,14718
AD_0465,CMP_047,11,300000,Feed,Static,Informational,15,1,End,1,3.8,2.28,14591
AD_0466,CMP_047,6,2000000,Feed,Carousel,Informational,30,1,End,1,4.25,1.98,16539
AD_0467,CMP_047,7,300000,Feed,Static,Informational,30,0,Middle,1,3.07,2.06,15430
AD_0468,CMP_047,12,300000,Feed,UGC,Informational,90,0,End,1,3.73,2.25,15069
AD_0469,CMP_047,7,2000000,Feed,UGC,Benefit,30,1,Middle,1,4.36,2.73,15711
AD_0470,CMP_047,9,1000000,Stories,Static,Benefit,60,1,Middle,0,3.0,2.64,15348
AD_0471,CMP_048,11,1000000,Feed,UGC,Emotional,15,0,Middle,1,4.51,2.37,15713
AD_0472,CMP_048,11,500000,Stories,Static,Emotional,15,0,Early,1,4.08,2.53,14962
AD_0473,CMP_048,10,300000,Stories,Carousel,Informational,60,0,Middle,0,3.04,2.08,15986
AD_0474,CMP_048,5,2000000,Stories,Static,Informational,30,1,Middle,0,3.34,1.99,15807
AD_0475,CMP_048,1,300000,Reels,Carousel,Informational,60,0,Early,1,3.97,2.61,15252
AD_0476,CMP_048,2,3000000,Reels,Static,Emotional,60,0,Early,0,2.62,3.09,17994
AD_0477,CMP_048,4,300000,Stories,UGC,Emotional,90,1,Early,1,4.51,2.69,16135
AD_0478,CMP_048,5,300000,Reels,Static,Emotional,60,0,End,0,3.28,2.46,14797
AD_0479,CMP_048,9,1000000,Feed,UGC,Emotional,15,0,Early,0,4.56,2.83,15995
AD_0480,CMP_048,11,2000000,Feed,Static,Emotional,60,0,Early,1,2.97,2.79,16784
AD_0481,CMP_049,1,300000,Stories,Static,Emotional,15,1,Middle,0,3.38,2.29,15097
AD_0482,CMP_049,3,1000000,Feed,Brand,Emotional,15,1,Early,0,4.07,3.13,15700
AD_0483,CMP_049,5,500000,Stories,UGC,Informational,15,1,End,0,5.26,2.01,15217
AD_0484,CMP_049,3,1000000,Stories,Brand,Informational,30,1,Early,0,3.48,2.66,14483
AD_0485,CMP_049,4,1000000,Feed,UGC,Informational,90,1,End,0,3.86,2.33,16091
AD_0486,CMP_049,3,1000000,Reels,Brand,Informational,15,1,Early,0,4.92,2.01,15813
AD_0487,CMP_049,4,300000,Feed,Carousel,Emotional,15,1,Early,1,4.24,2.61,14888
AD_0488,CMP_049,1,300000,Feed,Static,Benefit,30,0,Early,1,2.64,3.11,16023
AD_0489,CMP_049,12,500000,Stories,UGC,Emotional,15,0,Early,0,4.76,2.73,14662
AD_0490,CMP_049,8,3000000,Stories,UGC,Benefit,60,1,End,1,4.74,2.88,17048
AD_0491,CMP_050,4,3000000,Stories,Static,Informational,60,0,End,1,3.12,2.39,18245
AD_0492,CMP_050,7,3000000,Stories,UGC,Emotional,90,0,Middle,1,3.83,2.5,16833
AD_0493,CMP_050,2,500000,Reels,UGC,Informational,15,1,End,0,5.54,2.29,14724
AD_0494,CMP_050,2,3000000,Reels,Brand,Emotional,30,0,Early,1,4.07,2.69,17176
AD_0495,CMP_050,6,3000000,Reels,UGC,Informational,60,0,Middle,0,3.88,2.05,17670
AD_0496,CMP_050,2,1000000,Stories,Carousel,Benefit,30,0,Middle,1,3.72,2.91,15853
AD_0497,CMP_050,6,300000,Stories,Carousel,Benefit,30,0,Middle,0,3.55,3.09,14353
AD_0498,CMP_050,11,300000,Stories,Static,Benefit,60,0,Early,0,2.66,3.38,14733
AD_0499,CMP_050,2,1000000,Reels,UGC,Emotional,30,1,End,1,4.9,2.53,15446
AD_0500,CMP_050,4,1000000,Stories,Static,Benefit,60,1,Early,1,3.28,3.43,15711
